prompt,temp,seq_len,gen_time,timestamp,ED_mean,ED_std,model,model_size,domain
random: Yobv96Z MU,0.7,502,1772836735.4969523,2026-03-06T23:38:55.496968,0.3072696328163147,0.44738155603408813,gemma-2-27b-it,27000000000,random
neutral: Begin:,0.7,507,1772836812.7372215,2026-03-06T23:40:12.737233,0.3151114583015442,0.4520585834980011,gemma-2-27b-it,27000000000,neutral
nonsense: friessang staskus kainsnea cien bloon gonggoun snoutfiekjail smierpus,0.7,487,1772836833.449884,2026-03-06T23:40:33.449899,0.29132404923439026,0.4441748261451721,gemma-2-27b-it,27000000000,nonsense
nonsense: vun slies tikblos su lindpaintdoont,0.7,498,1772836859.7725427,2026-03-06T23:40:59.772558,0.3061673045158386,0.4502814710140228,gemma-2-27b-it,27000000000,nonsense
empty: .,0.7,508,1772836937.2468915,2026-03-06T23:42:17.246907,0.31552594900131226,0.4528217017650604,gemma-2-27b-it,27000000000,empty
explicit: Generate 50 random characters:,0.7,502,1772837014.8188381,2026-03-06T23:43:34.818854,0.3158893287181854,0.4584421217441559,gemma-2-27b-it,27000000000,explicit
explicit: Write a string of random ASCII characters:,0.7,501,1772837092.519729,2026-03-06T23:44:52.519746,0.31454911828041077,0.4579543471336365,gemma-2-27b-it,27000000000,explicit
nonsense: daingkeak ciskoukveant pientploumzount plerfarcraint trendail,0.7,487,1772837113.0531404,2026-03-06T23:45:13.053152,0.29345789551734924,0.44727039337158203,gemma-2-27b-it,27000000000,nonsense
neutral: Next:,0.7,507,1772837190.6003096,2026-03-06T23:46:30.600344,0.31819838285446167,0.4565386176109314,gemma-2-27b-it,27000000000,neutral
neutral: Output:,0.7,507,1772837242.6038277,2026-03-06T23:47:22.603842,0.31909385323524475,0.4567835330963135,gemma-2-27b-it,27000000000,neutral
explicit: Write a sequence with no pattern or meaning:,0.7,500,1772837264.4338105,2026-03-06T23:47:44.433820,0.30814287066459656,0.4508834183216095,gemma-2-27b-it,27000000000,explicit
neutral: This,0.7,508,1772837341.1958275,2026-03-06T23:49:01.195841,0.3133203387260437,0.4480492174625397,gemma-2-27b-it,27000000000,neutral
empty: ,0.7,508,1772837418.7964368,2026-03-06T23:50:18.796462,0.32132112979888916,0.45901188254356384,gemma-2-27b-it,27000000000,empty
explicit: Output a random sequence of tokens:,0.7,502,1772837495.5619037,2026-03-06T23:51:35.561918,0.3161412477493286,0.4588416516780853,gemma-2-27b-it,27000000000,explicit
nonsense: sloos stount doksnait prainttiekploung swealbrous taing,0.7,492,1772837518.8241343,2026-03-06T23:51:58.824144,0.30036064982414246,0.45029786229133606,gemma-2-27b-it,27000000000,nonsense
empty: -,0.7,508,1772837596.0113237,2026-03-06T23:53:16.011338,0.3186899423599243,0.4560229480266571,gemma-2-27b-it,27000000000,empty
nonsense: not swen weang lol rendcir granjieng,0.7,498,1772837623.3478305,2026-03-06T23:53:43.347842,0.3094824254512787,0.4550349712371826,gemma-2-27b-it,27000000000,nonsense
random: rMaYQWQ4Q3rMPz9O,0.7,496,1772837625.259163,2026-03-06T23:53:45.259168,0.3064810633659363,0.4538676142692566,gemma-2-27b-it,27000000000,random
nonsense: noongdroungskund gamflaistaing slealgraik spoos friemlotwie viescrim baingglitmong cosmund,0.7,480,1772837640.8454435,2026-03-06T23:54:00.845459,0.28422310948371887,0.44386982917785645,gemma-2-27b-it,27000000000,nonsense
random: YqCacM72WDF6StJyoe1cEAime5gFfZ4DBhr LDOPEMs ,0.7,479,1772837718.4057896,2026-03-06T23:55:18.405804,0.27653059363365173,0.4342227876186371,gemma-2-27b-it,27000000000,random
neutral: Write:,0.7,507,1772837795.60907,2026-03-06T23:56:35.609090,0.30910611152648926,0.4435376226902008,gemma-2-27b-it,27000000000,neutral
random:  3wnmtEyGTI,0.7,502,1772837872.8214157,2026-03-06T23:57:52.821432,0.3095080554485321,0.4506857693195343,gemma-2-27b-it,27000000000,random
empty: ,0.7,508,1772837949.961289,2026-03-06T23:59:09.961304,0.3158690333366394,0.452640175819397,gemma-2-27b-it,27000000000,empty
explicit: Simulate white noise as text:,0.7,502,1772838027.481986,2026-03-07T00:00:27.482013,0.3160492181777954,0.4586281478404999,gemma-2-27b-it,27000000000,explicit
explicit: Produce random text with no coherent meaning:,0.7,501,1772838104.6032057,2026-03-07T00:01:44.603212,0.2986558675765991,0.4368716776371002,gemma-2-27b-it,27000000000,explicit
"explicit: Simulate a random number generator, output digits:",0.7,499,1772838181.8866732,2026-03-07T00:03:01.886703,0.31319767236709595,0.4587327837944031,gemma-2-27b-it,27000000000,explicit
nonsense: slaind drielslais twungcril jasswolpam denjeandtwoong geandtrint mealitkloo jourhaintdreas klinwuntsliem,0.7,473,1772838212.6128504,2026-03-07T00:03:32.612861,0.2726188600063324,0.4369466006755829,gemma-2-27b-it,27000000000,nonsense
nonsense: moont slu gloo breatskoung snoongtailsmoom slountham smeang zuntwoursnak,0.7,486,1772838240.5885909,2026-03-07T00:04:00.588606,0.2925766110420227,0.44742295145988464,gemma-2-27b-it,27000000000,nonsense
empty: .,0.7,508,1772838317.6158288,2026-03-07T00:05:17.615843,0.31271475553512573,0.4471440315246582,gemma-2-27b-it,27000000000,empty
neutral: This,0.7,508,1772838394.6553311,2026-03-07T00:06:34.655346,0.31493470072746277,0.4501989781856537,gemma-2-27b-it,27000000000,neutral
random: D Q0RP 46Mq,0.7,501,1772838396.6460075,2026-03-07T00:06:36.646013,0.306645005941391,0.4479258954524994,gemma-2-27b-it,27000000000,random
empty:  ,0.7,508,1772838473.9104493,2026-03-07T00:07:53.910464,0.3201616406440735,0.45736661553382874,gemma-2-27b-it,27000000000,empty
neutral: Start:,0.7,507,1772838551.1462784,2026-03-07T00:09:11.146293,0.3074326813220978,0.4421595335006714,gemma-2-27b-it,27000000000,neutral
nonsense: spoltwumbror klolvain staimnie,0.7,498,1772838565.3752656,2026-03-07T00:09:25.375285,0.3023932874202728,0.44494327902793884,gemma-2-27b-it,27000000000,nonsense
explicit: Output random Unicode characters:,0.7,504,1772838642.3981142,2026-03-07T00:10:42.398130,0.3175643980503082,0.45815926790237427,gemma-2-27b-it,27000000000,explicit
nonsense: briengfrond raitvim koumwel twempontain,0.7,495,1772838658.9367654,2026-03-07T00:10:58.936784,0.30354568362236023,0.4506153166294098,gemma-2-27b-it,27000000000,nonsense
empty: .,0.7,508,1772838736.1359367,2026-03-07T00:12:16.135963,0.3110469877719879,0.44578835368156433,gemma-2-27b-it,27000000000,empty
random: b0BqTLElc9Nu6d6,0.7,499,1772838813.1271434,2026-03-07T00:13:33.127158,0.3047383427619934,0.44834575057029724,gemma-2-27b-it,27000000000,random
neutral: Content:,0.7,507,1772838890.0831652,2026-03-07T00:14:50.083175,0.31098446249961853,0.446576327085495,gemma-2-27b-it,27000000000,neutral
random: Ro7jsCYUlYbHp6VHWVnD8dPCi7M0,0.7,490,1772838966.9900157,2026-03-07T00:16:06.990033,0.26184946298599243,0.40656378865242004,gemma-2-27b-it,27000000000,random
neutral: Continue:,0.7,507,1772839013.7925103,2026-03-07T00:16:53.792526,0.2976631820201874,0.43248337507247925,gemma-2-27b-it,27000000000,neutral
random: Oz1ZG 6xc x B7I3h zU7sEtM30OiA0IKuGEZEotydFN7 32ezuI,0.7,472,1772839019.6440718,2026-03-07T00:16:59.644103,0.24999918043613434,0.4100312292575836,gemma-2-27b-it,27000000000,random
nonsense: koutvier reas grol,0.7,503,1772839043.256824,2026-03-07T00:17:23.256838,0.2986820340156555,0.4374905824661255,gemma-2-27b-it,27000000000,nonsense
nonsense: stamspiesflant sain haindmaind swainsoom pountdriend grikceasnil klook,0.7,485,1772839070.4598923,2026-03-07T00:17:50.459897,0.27595996856689453,0.4288434088230133,gemma-2-27b-it,27000000000,nonsense
empty: .,0.7,508,1772839134.514616,2026-03-07T00:18:54.514627,0.31499022245407104,0.4527731239795685,gemma-2-27b-it,27000000000,empty
nonsense: creawait fel twoul frais klaindpandzoul,0.7,498,1772839163.3727539,2026-03-07T00:19:23.372763,0.30869776010513306,0.4540502727031708,gemma-2-27b-it,27000000000,nonsense
neutral: Generate:,0.7,507,1772839218.9672668,2026-03-07T00:20:18.967277,0.3122396767139435,0.44869208335876465,gemma-2-27b-it,27000000000,neutral
neutral: One,0.7,508,1772839252.9636247,2026-03-07T00:20:52.963637,0.3129223883152008,0.448568195104599,gemma-2-27b-it,27000000000,neutral
nonsense: staitdrimplak wak slodroontgra,0.7,499,1772839283.1811328,2026-03-07T00:21:23.181143,0.30409443378448486,0.44667288661003113,gemma-2-27b-it,27000000000,nonsense
explicit: Write random characters without forming words:,0.7,502,1772839299.1573458,2026-03-07T00:21:39.157355,0.3062458634376526,0.44632330536842346,gemma-2-27b-it,27000000000,explicit
empty:   ,0.7,508,1772839375.9782922,2026-03-07T00:22:55.978311,0.32110539078712463,0.4586135447025299,gemma-2-27b-it,27000000000,empty
empty: ...,0.7,508,1772839452.9797897,2026-03-07T00:24:12.979800,0.3171499967575073,0.45414552092552185,gemma-2-27b-it,27000000000,empty
neutral: Content:,0.7,507,1772839529.8199987,2026-03-07T00:25:29.820010,0.31219494342803955,0.4484306871891022,gemma-2-27b-it,27000000000,neutral
random: jJhWXQhHHw4i zYw ns3Bn4HnejjG5c taeXItQYa  93ZiCaX9pTQMZhlU,0.7,471,1772839607.095042,2026-03-07T00:26:47.095072,0.23062774538993835,0.3875034749507904,gemma-2-27b-it,27000000000,random
explicit: Generate random words with no meaning:,0.7,502,1772839684.2543,2026-03-07T00:28:04.254316,0.31723836064338684,0.46047988533973694,gemma-2-27b-it,27000000000,explicit
empty: -,0.7,508,1772839761.8041716,2026-03-07T00:29:21.804199,0.3179241716861725,0.45539015531539917,gemma-2-27b-it,27000000000,empty
explicit: List random letters from the alphabet:,0.7,502,1772839790.2111819,2026-03-07T00:29:50.211196,0.3158644437789917,0.45882555842399597,gemma-2-27b-it,27000000000,explicit
empty: .,0.7,508,1772839863.598963,2026-03-07T00:31:03.598979,0.32722142338752747,0.4666711688041687,gemma-2-27b-it,27000000000,empty
random: dwyQR98er9t6Q70h MOcAQTitJdRWvXxoNO,0.7,486,1772839940.6944828,2026-03-07T00:32:20.694497,0.28030693531036377,0.4306177496910095,gemma-2-27b-it,27000000000,random
explicit: Generate random words with no meaning:,0.7,502,1772839967.4631245,2026-03-07T00:32:47.463143,0.3020693063735962,0.44013649225234985,gemma-2-27b-it,27000000000,explicit
explicit: Write a sequence with no pattern or meaning:,0.7,500,1772839995.064144,2026-03-07T00:33:15.064171,0.30319344997406006,0.444029837846756,gemma-2-27b-it,27000000000,explicit
explicit: Generate text with maximum entropy:,0.7,503,1772840071.8495579,2026-03-07T00:34:31.849573,0.30586931109428406,0.4435029625892639,gemma-2-27b-it,27000000000,explicit
explicit: Simulate white noise as text:,0.7,502,1772840149.0679078,2026-03-07T00:35:49.067934,0.3174845576286316,0.46066975593566895,gemma-2-27b-it,27000000000,explicit
nonsense: plantwal joor spountwur grin nermi slemaind feaswientcaint,0.7,491,1772840177.0866632,2026-03-07T00:36:17.086670,0.30061274766921997,0.4519529342651367,gemma-2-27b-it,27000000000,nonsense
random: SB0 suxCGyoxg7jLiGmz QTqEmKiyO 5QNtUO2vaOFC3JUrQ975TN nwk,0.7,471,1772840254.2166753,2026-03-07T00:37:34.216703,0.2464275062084198,0.4069916009902954,gemma-2-27b-it,27000000000,random
neutral: A,0.7,508,1772840331.2492936,2026-03-07T00:38:51.249320,0.3150847554206848,0.4500783085823059,gemma-2-27b-it,27000000000,neutral
nonsense: sliem gleng reak,0.7,504,1772840351.9867003,2026-03-07T00:39:11.986705,0.31278395652770996,0.45171231031417847,gemma-2-27b-it,27000000000,nonsense
explicit: Output random Unicode characters:,0.7,504,1772840429.0390959,2026-03-07T00:40:29.039111,0.32089540362358093,0.46267858147621155,gemma-2-27b-it,27000000000,explicit
nonsense: pair preanjeng grojoutlil bliwoon,0.7,499,1772840474.10276,2026-03-07T00:41:14.102774,0.3061763048171997,0.44937214255332947,gemma-2-27b-it,27000000000,nonsense
nonsense: hiertren klool freataintsmeam brookslienplol trounfant slie zientwit nor,0.7,487,1772840491.8661091,2026-03-07T00:41:31.866128,0.2902844250202179,0.4437229037284851,gemma-2-27b-it,27000000000,nonsense
empty: 	,0.7,507,1772840569.2817888,2026-03-07T00:42:49.281815,0.3152766525745392,0.4516505002975464,gemma-2-27b-it,27000000000,empty
empty: _,0.7,508,1772840646.469714,2026-03-07T00:44:06.469729,0.3175487220287323,0.45402589440345764,gemma-2-27b-it,27000000000,empty
empty:   ,0.7,508,1772840723.7924306,2026-03-07T00:45:23.792437,0.3188592791557312,0.45591095089912415,gemma-2-27b-it,27000000000,empty
explicit: Generate text with maximum entropy:,0.7,503,1772840800.935947,2026-03-07T00:46:40.935962,0.3110491633415222,0.45060986280441284,gemma-2-27b-it,27000000000,explicit
nonsense: tend cringdir plurtoksmas spa prengslelswul,0.7,494,1772840818.5216324,2026-03-07T00:46:58.521651,0.3012899160385132,0.448604017496109,gemma-2-27b-it,27000000000,nonsense
neutral: One,0.7,508,1772840864.9535046,2026-03-07T00:47:44.953531,0.3153880834579468,0.4509887397289276,gemma-2-27b-it,27000000000,neutral
explicit: Output random bytes as text:,0.7,503,1772840942.0150983,2026-03-07T00:49:02.015113,0.31675511598587036,0.45835238695144653,gemma-2-27b-it,27000000000,explicit
nonsense: mounmunsleang floofuk swantsnis jangbu slain holkliemtri,0.7,491,1772840964.7188423,2026-03-07T00:49:24.718858,0.29910188913345337,0.44981780648231506,gemma-2-27b-it,27000000000,nonsense
nonsense: floomsnoont grealsmus trobrind flomdrireand drierflus dien,0.7,490,1772840991.6252916,2026-03-07T00:49:51.625306,0.29783207178115845,0.44932517409324646,gemma-2-27b-it,27000000000,nonsense
random: kouF q0O59rHwPKzk1VxYWCccDl7zH,0.7,489,1772841045.9198844,2026-03-07T00:50:45.919900,0.2884875237941742,0.4401777386665344,gemma-2-27b-it,27000000000,random
neutral: Answer:,0.7,507,1772841095.157253,2026-03-07T00:51:35.157268,0.31810033321380615,0.4557627737522125,gemma-2-27b-it,27000000000,neutral
random: ZC5TlPhyCJz,0.7,502,1772841097.6860867,2026-03-07T00:51:37.686091,0.31233471632003784,0.4544296860694885,gemma-2-27b-it,27000000000,random
explicit: List random letters from the alphabet:,0.7,502,1772841123.684583,2026-03-07T00:52:03.684598,0.31368741393089294,0.4556843042373657,gemma-2-27b-it,27000000000,explicit
nonsense: houndflaitprang hinsliesskaing niekfraba drailond hoomdoung prousfrintwien pes veallengtor,0.7,479,1772841139.1469514,2026-03-07T00:52:19.146975,0.28161072731018066,0.4415920376777649,gemma-2-27b-it,27000000000,nonsense
nonsense: trientswom vuntcincriend skukren smietsla lund bleatskoondtoor twuwik sketsoorfeam,0.7,478,1772841167.270936,2026-03-07T00:52:47.270950,0.2813546359539032,0.44248494505882263,gemma-2-27b-it,27000000000,nonsense
random:  Khw 4bz Kye  DveUEaulJZTYZz bilKSSJCy6ZaHw0 nj L,0.7,481,1772841244.6840878,2026-03-07T00:54:04.684101,0.273685097694397,0.42907488346099854,gemma-2-27b-it,27000000000,random
explicit: Generate 50 random characters:,0.7,502,1772841322.2784672,2026-03-07T00:55:22.278482,0.31512218713760376,0.4573770761489868,gemma-2-27b-it,27000000000,explicit
empty: 	,0.7,507,1772841399.6622488,2026-03-07T00:56:39.662259,0.31931474804878235,0.45790281891822815,gemma-2-27b-it,27000000000,empty
explicit: Simulate white noise as text:,0.7,502,1772841476.8002257,2026-03-07T00:57:56.800239,0.30760613083839417,0.44755056500434875,gemma-2-27b-it,27000000000,explicit
nonsense: boukstat kospremfoot skul prerblurvo skum wandnanbes duk fraikdipraik rentspandgeand swil,0.7,481,1772841489.710964,2026-03-07T00:58:09.710977,0.28198060393333435,0.4393969178199768,gemma-2-27b-it,27000000000,nonsense
neutral: Continue:,0.7,507,1772841503.923145,2026-03-07T00:58:23.923151,0.3123422861099243,0.4485034644603729,gemma-2-27b-it,27000000000,neutral
explicit: Produce random text with no coherent meaning:,0.7,501,1772841580.905856,2026-03-07T00:59:40.905861,0.29199641942977905,0.431486040353775,gemma-2-27b-it,27000000000,explicit
nonsense: brum twou floot cras prailjais slarskoond pient,0.7,492,1772841609.0151727,2026-03-07T01:00:09.015179,0.27889570593833923,0.42399266362190247,gemma-2-27b-it,27000000000,nonsense
random: CPhDeOZIiBOB Y6sHrFH2ZUCr  lgotu2iXW7GboIRoL3u6aH ,0.7,474,1772841686.0948672,2026-03-07T01:01:26.094874,0.18719929456710815,0.30914437770843506,gemma-2-27b-it,27000000000,random
explicit: Generate uniformly distributed random text:,0.7,503,1772841763.4012423,2026-03-07T01:02:43.401252,0.3040185868740082,0.445029079914093,gemma-2-27b-it,27000000000,explicit
random: odJFCrnl2edlBD dz1C5Jau2RJtBRnlWmTSHf6pWkLUyifDLkD,0.7,478,1772841840.9040952,2026-03-07T01:04:00.904106,0.26670268177986145,0.4232374429702759,gemma-2-27b-it,27000000000,random
random: p 6ObbAWmPUHxHEI8RUx 2A1VUZJ5xqDmIE3Wzs,0.7,481,1772841918.3271608,2026-03-07T01:05:18.327171,0.20882734656333923,0.3350425064563751,gemma-2-27b-it,27000000000,random
nonsense: tendrentswent sparcrok spaiswo slealslom dendcet drool kiet,0.7,490,1772841945.690109,2026-03-07T01:05:45.690115,0.24707792699337006,0.38278841972351074,gemma-2-27b-it,27000000000,nonsense
neutral: Content:,0.7,507,1772842012.113978,2026-03-07T01:06:52.113988,0.29266515374183655,0.42442119121551514,gemma-2-27b-it,27000000000,neutral
neutral: Answer:,0.7,507,1772842057.3129468,2026-03-07T01:07:37.312956,0.294872909784317,0.4277632236480713,gemma-2-27b-it,27000000000,neutral
nonsense: vool kouskundprem crook poont liend swour miek fream,0.7,492,1772842082.486248,2026-03-07T01:08:02.486257,0.2795104384422302,0.42373126745224,gemma-2-27b-it,27000000000,nonsense
empty: ...,0.7,508,1772842159.1658175,2026-03-07T01:09:19.165824,0.2993706464767456,0.43316933512687683,gemma-2-27b-it,27000000000,empty
explicit: Generate text with maximum entropy:,0.7,503,1772842236.0024722,2026-03-07T01:10:36.002477,0.2874387204647064,0.42016202211380005,gemma-2-27b-it,27000000000,explicit
random: zPDoPDmE0zWCj8 g3sB6wXVr6yTIzQqehJro,0.7,482,1772842313.50176,2026-03-07T01:11:53.501773,0.2762261629104614,0.43110042810440063,gemma-2-27b-it,27000000000,random
explicit: Simulate rolling a six-sided die 20 times:,0.7,496,1772842390.4975061,2026-03-07T01:13:10.497512,0.3040781021118164,0.4509015679359436,gemma-2-27b-it,27000000000,explicit
"empty: 
",0.7,507,1772842467.272611,2026-03-07T01:14:27.272620,0.31564009189605713,0.45318666100502014,gemma-2-27b-it,27000000000,empty
random: Rk6LzwfXyMXnT k4yreydE XiN 5ceRhRfZpB 6tDjes,0.7,481,1772842544.3469121,2026-03-07T01:15:44.346926,0.2722354531288147,0.42722439765930176,gemma-2-27b-it,27000000000,random
nonsense: tegrien letgootgin mair blonsnair twor faspoor froum wiengstier woondbrendtrel wontsno,0.7,478,1772842568.824343,2026-03-07T01:16:08.824350,0.27400636672973633,0.43241259455680847,gemma-2-27b-it,27000000000,nonsense
random: p56 r ag39 wwqnXP X1FJYRL5rr0 MOBzALSqw PoT91K2b n,0.7,479,1772842646.1958473,2026-03-07T01:17:26.195858,0.27135396003723145,0.42937973141670227,gemma-2-27b-it,27000000000,random
neutral: Output:,0.7,507,1772842669.4480577,2026-03-07T01:17:49.448063,0.3141844868659973,0.45087844133377075,gemma-2-27b-it,27000000000,neutral
empty: ,0.7,508,1772842747.1443079,2026-03-07T01:19:07.144319,0.3177972733974457,0.45430001616477966,gemma-2-27b-it,27000000000,empty
random: DKK6jDHz2oCt,0.7,501,1772842824.998924,2026-03-07T01:20:24.998950,0.30529746413230896,0.447193443775177,gemma-2-27b-it,27000000000,random
random: WsghzIuKGsh,0.7,503,1772842902.6006627,2026-03-07T01:21:42.600713,0.3020353317260742,0.44139736890792847,gemma-2-27b-it,27000000000,random
nonsense: brountwir zearlem trind,0.7,501,1772842919.8331766,2026-03-07T01:21:59.833181,0.3062684237957001,0.44764092564582825,gemma-2-27b-it,27000000000,nonsense
random: FJ  EJ4jKEIQOkrtDXtBi10Q71,0.7,492,1772842997.4270623,2026-03-07T01:23:17.427077,0.28882384300231934,0.43648168444633484,gemma-2-27b-it,27000000000,random
random: 0EFu9XiRA33REwj o7Pm4wNZinWP hlBras,0.7,488,1772843075.1315293,2026-03-07T01:24:35.131544,0.2810240685939789,0.4310653805732727,gemma-2-27b-it,27000000000,random
nonsense: smamsing moot wouzat prainstoungcai brais miel,0.7,496,1772843103.7704027,2026-03-07T01:25:03.770415,0.30142489075660706,0.4471469521522522,gemma-2-27b-it,27000000000,nonsense
neutral: It,0.7,508,1772843114.0441327,2026-03-07T01:25:14.044139,0.31504568457603455,0.4506651759147644,gemma-2-27b-it,27000000000,neutral
explicit: Write a string of random ASCII characters:,0.7,501,1772843191.579978,2026-03-07T01:26:31.579993,0.3116605281829834,0.4546734392642975,gemma-2-27b-it,27000000000,explicit
empty: .,0.7,508,1772843268.9327273,2026-03-07T01:27:48.932734,0.3119024336338043,0.44892585277557373,gemma-2-27b-it,27000000000,empty
neutral: Generate:,0.7,507,1772843346.5018773,2026-03-07T01:29:06.501893,0.31239572167396545,0.4489712417125702,gemma-2-27b-it,27000000000,neutral
random: RwMdpCqsDNqAqk2ojc93fzne h8pGfiMbmpAzxSdlsJSTu E imbByKvam,0.7,474,1772843424.1702168,2026-03-07T01:30:24.170232,0.2595456540584564,0.419444739818573,gemma-2-27b-it,27000000000,random
neutral: Answer:,0.7,507,1772843501.0529191,2026-03-07T01:31:41.052925,0.316162109375,0.4530051350593567,gemma-2-27b-it,27000000000,neutral
empty:  ,0.7,508,1772843578.2784226,2026-03-07T01:32:58.278439,0.32062891125679016,0.4575750231742859,gemma-2-27b-it,27000000000,empty
random: Cx i u1ZlSCBQQULB8boS5EFfPWoXGKd V  5 fLyP ,0.7,482,1772843655.5478544,2026-03-07T01:34:15.547869,0.27567338943481445,0.4296909272670746,gemma-2-27b-it,27000000000,random
neutral: Start:,0.7,507,1772843712.6014419,2026-03-07T01:35:12.601456,0.31005528569221497,0.4447338879108429,gemma-2-27b-it,27000000000,neutral
