prompt,temp,seq_len,gen_time,timestamp,ED_mean,ED_std,model,model_size,domain,rank,chkpt_id
explicit: Generate uniformly distributed random text:,0.7,503,1773130588.1997373,2026-03-10T09:16:28.199743,0.2824704349040985,0.433669239282608,Llama-3.3-70B-Instruct,70000000000,explicit,11,0
empty: ...,0.7,508,1773130638.9867866,2026-03-10T09:17:18.986809,0.283717542886734,0.4288740456104278,Llama-3.3-70B-Instruct,70000000000,empty,12,0
neutral: The,0.7,508,1773130690.012444,2026-03-10T09:18:10.012449,0.289896696805954,0.4369882643222809,Llama-3.3-70B-Instruct,70000000000,neutral,13,0
explicit: Output random letters and numbers:,0.7,503,1773130740.896966,2026-03-10T09:19:00.896971,0.2702455520629883,0.4193041622638702,Llama-3.3-70B-Instruct,70000000000,explicit,14,0
random: vgZ2HtlVvpb36 pCAyIK Wq3ABKy1x0sdLHE5FV6kb8rPYBX2Gjmhg,0.7,471,1773130792.2409618,2026-03-10T09:19:52.240973,0.2318894267082214,0.3907537162303924,Llama-3.3-70B-Instruct,70000000000,random,15,0
empty: —,0.7,508,1773130843.330929,2026-03-10T09:20:43.330955,0.283697098493576,0.4184320867061615,Llama-3.3-70B-Instruct,70000000000,empty,16,0
neutral: The,0.7,508,1773130894.1393857,2026-03-10T09:21:34.139391,0.3007887899875641,0.4394374489784241,Llama-3.3-70B-Instruct,70000000000,neutral,17,0
"empty: 
",0.7,508,1773130945.1234417,2026-03-10T09:22:25.123446,0.3005608320236206,0.4400639832019806,Llama-3.3-70B-Instruct,70000000000,empty,18,0
random: YfX gyL4YMK7v2Lg s75l oxrY0P5dw6z6lGPuplo5Uk,0.7,476,1773130996.4202554,2026-03-10T09:23:16.420266,0.2293445467948913,0.3842207491397857,Llama-3.3-70B-Instruct,70000000000,random,19,0
random: LMuwU CpzrE dUV7qliNY900jqOj57 Sqxq3 hp tMvuP,0.7,482,1773131047.785453,2026-03-10T09:24:07.785458,0.2221700549125671,0.3647713363170624,Llama-3.3-70B-Instruct,70000000000,random,20,1
nonsense: front faindkon zontswitska triendpom grintgiet,0.7,491,1773131099.0669932,2026-03-10T09:24:59.066998,0.2702336013317108,0.4225735366344452,Llama-3.3-70B-Instruct,70000000000,nonsense,21,1
random: jWlZGwEZlcAuXZKtpM 3NqTmV z 5X8I2l2Vx32lf R7Ct kL73k9MtqM,0.7,463,1773131150.4384325,2026-03-10T09:25:50.438437,0.2417166233062744,0.4026228785514831,Llama-3.3-70B-Instruct,70000000000,random,22,1
nonsense: sminklouttwir jeangtik wounvoor zool balming sloussang,0.7,489,1773131201.4633331,2026-03-10T09:26:41.463338,0.2932955026626587,0.4383640885353088,Llama-3.3-70B-Instruct,70000000000,nonsense,23,1
empty: _,0.7,508,1773131252.422488,2026-03-10T09:27:32.422493,0.3025922179222107,0.4297816455364227,Llama-3.3-70B-Instruct,70000000000,empty,24,1
random: FsmgLX1FuPOyu  7 N clY 6EBTggK 8Kbn3rH,0.7,482,1773131269.5916772,2026-03-10T09:27:49.591694,0.2709516286849975,0.4194164872169494,Llama-3.3-70B-Instruct,70000000000,random,25,1
explicit: Create a nonsensical random sequence:,0.7,501,1773131320.4327416,2026-03-10T09:28:40.432748,0.310298204421997,0.4458237588405609,Llama-3.3-70B-Instruct,70000000000,explicit,26,1
random: eI0l EV5MBMwoVezl4 d9 tyR9NPsm qAe6X oaNflQ7fn NcNAPzyK,0.7,472,1773131371.6761158,2026-03-10T09:29:31.676120,0.2640472650527954,0.4203919470310211,Llama-3.3-70B-Instruct,70000000000,random,27,1
random: ZFNV8S2QT6INGDpyOpxyB9JK,0.7,492,1773131422.668959,2026-03-10T09:30:22.668964,0.2728514075279236,0.4101932048797607,Llama-3.3-70B-Instruct,70000000000,random,28,1
"explicit: Simulate a random number generator, output digits:",0.7,499,1773131473.4913342,2026-03-10T09:31:13.491340,0.3077383041381836,0.4450103044509887,Llama-3.3-70B-Instruct,70000000000,explicit,29,1
random: Yobv96Z MU,0.7,503,1773131524.6906023,2026-03-10T09:32:04.690609,0.3064977526664734,0.4421169757843017,Llama-3.3-70B-Instruct,70000000000,random,30,1
neutral: Begin:,0.7,507,1773131575.4970443,2026-03-10T09:32:55.497050,0.3168812692165375,0.4491277039051056,Llama-3.3-70B-Instruct,70000000000,neutral,31,1
nonsense: friessang staskus kainsnea cien bloon gonggoun snoutfiekjail smierpus,0.7,482,1773131603.7402058,2026-03-10T09:33:23.740212,0.280212789773941,0.4322551190853119,Llama-3.3-70B-Instruct,70000000000,nonsense,32,1
nonsense: vun slies tikblos su lindpaintdoont,0.7,495,1773131655.0546415,2026-03-10T09:34:15.054647,0.2955507636070251,0.4350596070289612,Llama-3.3-70B-Instruct,70000000000,nonsense,33,1
empty: .,0.7,508,1773131705.8196306,2026-03-10T09:35:05.819653,0.3258555233478546,0.4582345187664032,Llama-3.3-70B-Instruct,70000000000,empty,34,1
explicit: Generate 50 random characters:,0.7,503,1773131756.649908,2026-03-10T09:35:56.649913,0.3167023658752441,0.4524687528610229,Llama-3.3-70B-Instruct,70000000000,explicit,35,1
explicit: Write a string of random ASCII characters:,0.7,501,1773131807.477946,2026-03-10T09:36:47.477951,0.3090263307094574,0.4462416768074035,Llama-3.3-70B-Instruct,70000000000,explicit,36,1
nonsense: daingkeak ciskoukveant pientploumzount plerfarcraint trendail,0.7,483,1773131858.5754766,2026-03-10T09:37:38.575481,0.274914413690567,0.4198614954948425,Llama-3.3-70B-Instruct,70000000000,nonsense,37,1
neutral: Next:,0.7,507,1773131909.2964964,2026-03-10T09:38:29.296502,0.3193423748016357,0.4529416263103485,Llama-3.3-70B-Instruct,70000000000,neutral,38,1
neutral: Output:,0.7,507,1773131960.1181493,2026-03-10T09:39:20.118155,0.3194530010223388,0.4525764584541321,Llama-3.3-70B-Instruct,70000000000,neutral,39,1
explicit: Write a sequence with no pattern or meaning:,0.7,500,1773132011.1178994,2026-03-10T09:40:11.117905,0.3053599298000335,0.4406020939350128,Llama-3.3-70B-Instruct,70000000000,explicit,40,2
neutral: This,0.7,508,1773132061.9405613,2026-03-10T09:41:01.940567,0.3108634650707245,0.4382012784481048,Llama-3.3-70B-Instruct,70000000000,neutral,41,2
empty: ,0.7,508,1773132112.4771743,2026-03-10T09:41:52.477180,0.3173369765281677,0.4488559067249298,Llama-3.3-70B-Instruct,70000000000,empty,42,2
explicit: Output a random sequence of tokens:,0.7,502,1773132163.384509,2026-03-10T09:42:43.384534,0.2971689999103546,0.4275152087211609,Llama-3.3-70B-Instruct,70000000000,explicit,43,2
nonsense: sloos stount doksnait prainttiekploung swealbrous taing,0.7,488,1773132214.5028408,2026-03-10T09:43:34.502846,0.2751670777797699,0.4185758531093597,Llama-3.3-70B-Instruct,70000000000,nonsense,44,2
empty: -,0.7,508,1773132265.0849924,2026-03-10T09:44:25.085000,0.3170259892940521,0.4494569897651672,Llama-3.3-70B-Instruct,70000000000,empty,45,2
nonsense: not swen weang lol rendcir granjieng,0.7,497,1773132311.88393,2026-03-10T09:45:11.883935,0.3028257489204407,0.4434479176998138,Llama-3.3-70B-Instruct,70000000000,nonsense,46,2
random: rMaYQWQ4Q3rMPz9O,0.7,495,1773132363.0663126,2026-03-10T09:46:03.066318,0.2958040237426758,0.4387692511081695,Llama-3.3-70B-Instruct,70000000000,random,47,2
nonsense: noongdroungskund gamflaistaing slealgraik spoos friemlotwie viescrim baingglitmong cosmund,0.7,475,1773132414.378824,2026-03-10T09:46:54.378829,0.2627961933612823,0.4153589904308319,Llama-3.3-70B-Instruct,70000000000,nonsense,48,2
random: YqCacM72WDF6StJyoe1cEAime5gFfZ4DBhr LDOPEMs ,0.7,479,1773132465.556826,2026-03-10T09:47:45.556837,0.2742646038532257,0.4297313988208771,Llama-3.3-70B-Instruct,70000000000,random,49,2
neutral: Write:,0.7,507,1773132516.7024913,2026-03-10T09:48:36.702515,0.3150595724582672,0.445884108543396,Llama-3.3-70B-Instruct,70000000000,neutral,50,2
random:  3wnmtEyGTI,0.7,501,1773132567.6293695,2026-03-10T09:49:27.629380,0.30555260181427,0.4427576959133148,Llama-3.3-70B-Instruct,70000000000,random,51,2
empty: ,0.7,508,1773132618.66067,2026-03-10T09:50:18.660675,0.3085407018661499,0.4402990043163299,Llama-3.3-70B-Instruct,70000000000,empty,52,2
explicit: Simulate white noise as text:,0.7,502,1773132669.8278215,2026-03-10T09:51:09.827827,0.3068942427635193,0.4415876269340515,Llama-3.3-70B-Instruct,70000000000,explicit,53,2
explicit: Produce random text with no coherent meaning:,0.7,501,1773132720.7965555,2026-03-10T09:52:00.796561,0.3065131306648254,0.4424660503864288,Llama-3.3-70B-Instruct,70000000000,explicit,54,2
"explicit: Simulate a random number generator, output digits:",0.7,499,1773132771.9491503,2026-03-10T09:52:51.949155,0.3123567998409271,0.4514527916908264,Llama-3.3-70B-Instruct,70000000000,explicit,55,2
nonsense: slaind drielslais twungcril jasswolpam denjeandtwoong geandtrint mealitkloo jourhaintdreas klinwuntsliem,0.7,469,1773132823.3715372,2026-03-10T09:53:43.371542,0.2517424821853637,0.4076335728168487,Llama-3.3-70B-Instruct,70000000000,nonsense,56,2
nonsense: moont slu gloo breatskoung snoongtailsmoom slountham smeang zuntwoursnak,0.7,484,1773132874.5770187,2026-03-10T09:54:34.577024,0.2824122011661529,0.4325279593467712,Llama-3.3-70B-Instruct,70000000000,nonsense,57,2
empty: .,0.7,508,1773132891.4502692,2026-03-10T09:54:51.450274,0.3158770799636841,0.4461223483085632,Llama-3.3-70B-Instruct,70000000000,empty,58,2
neutral: This,0.7,508,1773132942.2753675,2026-03-10T09:55:42.275373,0.3170999884605407,0.4463561177253723,Llama-3.3-70B-Instruct,70000000000,neutral,59,2
random: D Q0RP 46Mq,0.7,501,1773132993.2822206,2026-03-10T09:56:33.282225,0.280466616153717,0.4115251302719116,Llama-3.3-70B-Instruct,70000000000,random,60,3
empty:  ,0.7,508,1773133044.3215785,2026-03-10T09:57:24.321583,0.318654328584671,0.4494918882846832,Llama-3.3-70B-Instruct,70000000000,empty,61,3
neutral: Start:,0.7,507,1773133095.1247349,2026-03-10T09:58:15.124740,0.2947979569435119,0.4189362227916717,Llama-3.3-70B-Instruct,70000000000,neutral,62,3
nonsense: spoltwumbror klolvain staimnie,0.7,496,1773133146.0410824,2026-03-10T09:59:06.041088,0.2947030961513519,0.4338420629501343,Llama-3.3-70B-Instruct,70000000000,nonsense,63,3
explicit: Output random Unicode characters:,0.7,504,1773133197.1989255,2026-03-10T09:59:57.198932,0.3072759211063385,0.4407055675983429,Llama-3.3-70B-Instruct,70000000000,explicit,64,3
nonsense: briengfrond raitvim koumwel twempontain,0.7,494,1773133248.477246,2026-03-10T10:00:48.477251,0.2748409211635589,0.411191314458847,Llama-3.3-70B-Instruct,70000000000,nonsense,65,3
empty: .,0.7,508,1773133299.7488992,2026-03-10T10:01:39.748904,0.3102717995643616,0.4399729371070862,Llama-3.3-70B-Instruct,70000000000,empty,66,3
random: b0BqTLElc9Nu6d6,0.7,497,1773133350.6005716,2026-03-10T10:02:30.600579,0.2907093465328216,0.4267379343509674,Llama-3.3-70B-Instruct,70000000000,random,67,3
neutral: Content:,0.7,507,1773133401.2989414,2026-03-10T10:03:21.298947,0.3236134052276611,0.4568371176719665,Llama-3.3-70B-Instruct,70000000000,neutral,68,3
random: Ro7jsCYUlYbHp6VHWVnD8dPCi7M0,0.7,488,1773133452.603141,2026-03-10T10:04:12.603146,0.2861171662807464,0.4314125776290893,Llama-3.3-70B-Instruct,70000000000,random,69,3
neutral: Continue:,0.7,507,1773133503.564134,2026-03-10T10:05:03.564139,0.3120751976966858,0.4427077174186706,Llama-3.3-70B-Instruct,70000000000,neutral,70,3
random: Oz1ZG 6xc x B7I3h zU7sEtM30OiA0IKuGEZEotydFN7 32ezuI,0.7,473,1773133554.5772018,2026-03-10T10:05:54.577207,0.2323060631752014,0.3783646821975708,Llama-3.3-70B-Instruct,70000000000,random,71,3
nonsense: koutvier reas grol,0.7,501,1773133605.4255495,2026-03-10T10:06:45.425558,0.3087116777896881,0.4456062316894531,Llama-3.3-70B-Instruct,70000000000,nonsense,72,3
nonsense: stamspiesflant sain haindmaind swainsoom pountdriend grikceasnil klook,0.7,480,1773133650.6294322,2026-03-10T10:07:30.629437,0.2721187770366668,0.4219915866851806,Llama-3.3-70B-Instruct,70000000000,nonsense,73,3
empty: .,0.7,508,1773133701.3796985,2026-03-10T10:08:21.379703,0.3246742188930511,0.4559536874294281,Llama-3.3-70B-Instruct,70000000000,empty,74,3
nonsense: creawait fel twoul frais klaindpandzoul,0.7,496,1773133752.3119402,2026-03-10T10:09:12.311946,0.3059307336807251,0.4471182823181152,Llama-3.3-70B-Instruct,70000000000,nonsense,75,3
neutral: Generate:,0.7,507,1773133802.9245448,2026-03-10T10:10:02.924550,0.3151266574859619,0.4468590021133423,Llama-3.3-70B-Instruct,70000000000,neutral,76,3
neutral: One,0.7,508,1773133853.893162,2026-03-10T10:10:53.893167,0.3176453411579132,0.4494072496891022,Llama-3.3-70B-Instruct,70000000000,neutral,77,3
nonsense: staitdrimplak wak slodroontgra,0.7,496,1773133904.7612677,2026-03-10T10:11:44.761273,0.2963928878307342,0.4354360699653625,Llama-3.3-70B-Instruct,70000000000,nonsense,78,3
explicit: Write random characters without forming words:,0.7,502,1773133925.5528538,2026-03-10T10:12:05.552859,0.3062967360019684,0.4409784078598022,Llama-3.3-70B-Instruct,70000000000,explicit,79,3
empty:   ,0.7,508,1773133946.3706665,2026-03-10T10:12:26.370671,0.3198100328445434,0.4510805606842041,Llama-3.3-70B-Instruct,70000000000,empty,80,4
empty: ...,0.7,508,1773133997.0194316,2026-03-10T10:13:17.019437,0.3126104474067688,0.4424576461315155,Llama-3.3-70B-Instruct,70000000000,empty,81,4
neutral: Content:,0.7,507,1773134047.9228249,2026-03-10T10:14:07.922830,0.3189358413219452,0.453002005815506,Llama-3.3-70B-Instruct,70000000000,neutral,82,4
random: jJhWXQhHHw4i zYw ns3Bn4HnejjG5c taeXItQYa  93ZiCaX9pTQMZhlU,0.7,465,1773134099.1883028,2026-03-10T10:14:59.188308,0.18741475045681,0.308191567659378,Llama-3.3-70B-Instruct,70000000000,random,83,4
explicit: Generate random words with no meaning:,0.7,502,1773134149.9456172,2026-03-10T10:15:49.945622,0.2954349815845489,0.4261639416217804,Llama-3.3-70B-Instruct,70000000000,explicit,84,4
empty: -,0.7,508,1773134201.09628,2026-03-10T10:16:41.096285,0.3014538884162903,0.4289095103740692,Llama-3.3-70B-Instruct,70000000000,empty,85,4
explicit: List random letters from the alphabet:,0.7,502,1773134252.0148113,2026-03-10T10:17:32.014816,0.2908549010753631,0.4202030599117279,Llama-3.3-70B-Instruct,70000000000,explicit,86,4
empty: .,0.7,508,1773134302.6266396,2026-03-10T10:18:22.626644,0.3011309206485748,0.4263334274291992,Llama-3.3-70B-Instruct,70000000000,empty,87,4
random: dwyQR98er9t6Q70h MOcAQTitJdRWvXxoNO,0.7,487,1773134353.6988337,2026-03-10T10:19:13.698839,0.2762525975704193,0.4213370680809021,Llama-3.3-70B-Instruct,70000000000,random,88,4
explicit: Generate random words with no meaning:,0.7,502,1773134404.4041097,2026-03-10T10:20:04.404115,0.2987481653690338,0.430509477853775,Llama-3.3-70B-Instruct,70000000000,explicit,89,4
explicit: Write a sequence with no pattern or meaning:,0.7,500,1773134455.231355,2026-03-10T10:20:55.231360,0.3028068840503692,0.436878502368927,Llama-3.3-70B-Instruct,70000000000,explicit,90,4
explicit: Generate text with maximum entropy:,0.7,503,1773134506.0327966,2026-03-10T10:21:46.032802,0.3020394742488861,0.4328850507736206,Llama-3.3-70B-Instruct,70000000000,explicit,91,4
explicit: Simulate white noise as text:,0.7,502,1773134557.61716,2026-03-10T10:22:37.617165,0.2977103292942047,0.4288447499275207,Llama-3.3-70B-Instruct,70000000000,explicit,92,4
nonsense: plantwal joor spountwur grin nermi slemaind feaswientcaint,0.7,487,1773134609.046913,2026-03-10T10:23:29.046918,0.2814942300319671,0.4247507154941559,Llama-3.3-70B-Instruct,70000000000,nonsense,93,4
random: SB0 suxCGyoxg7jLiGmz QTqEmKiyO 5QNtUO2vaOFC3JUrQ975TN nwk,0.7,471,1773134660.2325673,2026-03-10T10:24:20.232573,0.2222615629434585,0.3705810904502868,Llama-3.3-70B-Instruct,70000000000,random,94,4
neutral: A,0.7,508,1773134697.3271525,2026-03-10T10:24:57.327158,0.3096412420272827,0.4382974803447723,Llama-3.3-70B-Instruct,70000000000,neutral,95,4
nonsense: sliem gleng reak,0.7,502,1773134748.527117,2026-03-10T10:25:48.527123,0.3138496577739715,0.4509356915950775,Llama-3.3-70B-Instruct,70000000000,nonsense,96,4
explicit: Output random Unicode characters:,0.7,504,1773134799.8812685,2026-03-10T10:26:39.881274,0.32252037525177,0.4593575298786163,Llama-3.3-70B-Instruct,70000000000,explicit,97,4
nonsense: pair preanjeng grojoutlil bliwoon,0.7,497,1773134850.8607876,2026-03-10T10:27:30.860794,0.3023222088813782,0.4410271346569061,Llama-3.3-70B-Instruct,70000000000,nonsense,98,4
nonsense: hiertren klool freataintsmeam brookslienplol trounfant slie zientwit nor,0.7,483,1773134871.921287,2026-03-10T10:27:51.921292,0.2839148640632629,0.4368837177753448,Llama-3.3-70B-Instruct,70000000000,nonsense,99,4
empty: 	,0.7,508,1773134923.1572256,2026-03-10T10:28:43.157232,0.3165869116783142,0.4466864466667175,Llama-3.3-70B-Instruct,70000000000,empty,100,5
empty: _,0.7,508,1773134974.1785035,2026-03-10T10:29:34.178509,0.2984487116336822,0.4240825772285461,Llama-3.3-70B-Instruct,70000000000,empty,101,5
empty:   ,0.7,508,1773135025.2151427,2026-03-10T10:30:25.215148,0.3173497021198272,0.4477390050888061,Llama-3.3-70B-Instruct,70000000000,empty,102,5
explicit: Generate text with maximum entropy:,0.7,503,1773135076.2951696,2026-03-10T10:31:16.295175,0.3085784912109375,0.4429837763309479,Llama-3.3-70B-Instruct,70000000000,explicit,103,5
nonsense: tend cringdir plurtoksmas spa prengslelswul,0.7,491,1773135127.4069843,2026-03-10T10:32:07.406989,0.2858737111091614,0.4305067956447601,Llama-3.3-70B-Instruct,70000000000,nonsense,104,5
neutral: One,0.7,508,1773135178.379052,2026-03-10T10:32:58.379059,0.3211218118667602,0.4516263306140899,Llama-3.3-70B-Instruct,70000000000,neutral,105,5
explicit: Output random bytes as text:,0.7,503,1773135229.358529,2026-03-10T10:33:49.358535,0.3096189200878143,0.4433095157146454,Llama-3.3-70B-Instruct,70000000000,explicit,106,5
nonsense: mounmunsleang floofuk swantsnis jangbu slain holkliemtri,0.7,487,1773135280.5655465,2026-03-10T10:34:40.565551,0.2823010087013244,0.4282343983650207,Llama-3.3-70B-Instruct,70000000000,nonsense,107,5
nonsense: floomsnoont grealsmus trobrind flomdrireand drierflus dien,0.7,487,1773135331.8789127,2026-03-10T10:35:31.878918,0.28559610247612,0.4324308335781097,Llama-3.3-70B-Instruct,70000000000,nonsense,108,5
random: kouF q0O59rHwPKzk1VxYWCccDl7zH,0.7,487,1773135382.9473455,2026-03-10T10:36:22.947351,0.2743391692638397,0.4185208678245544,Llama-3.3-70B-Instruct,70000000000,random,109,5
neutral: Answer:,0.7,507,1773135433.5960124,2026-03-10T10:37:13.596017,0.3201746940612793,0.4532569944858551,Llama-3.3-70B-Instruct,70000000000,neutral,110,5
random: ZC5TlPhyCJz,0.7,499,1773135484.420189,2026-03-10T10:38:04.420194,0.3018779456615448,0.4402533173561096,Llama-3.3-70B-Instruct,70000000000,random,111,5
explicit: List random letters from the alphabet:,0.7,502,1773135535.2928967,2026-03-10T10:38:55.292902,0.3083920478820801,0.4422654211521148,Llama-3.3-70B-Instruct,70000000000,explicit,112,5
nonsense: houndflaitprang hinsliesskaing niekfraba drailond hoomdoung prousfrintwien pes veallengtor,0.7,475,1773135586.4303677,2026-03-10T10:39:46.430373,0.2537654638290405,0.4064778089523315,Llama-3.3-70B-Instruct,70000000000,nonsense,113,5
nonsense: trientswom vuntcincriend skukren smietsla lund bleatskoondtoor twuwik sketsoorfeam,0.7,476,1773135637.5351746,2026-03-10T10:40:37.535180,0.2566129565238952,0.4069686830043793,Llama-3.3-70B-Instruct,70000000000,nonsense,114,5
random:  Khw 4bz Kye  DveUEaulJZTYZz bilKSSJCy6ZaHw0 nj L,0.7,479,1773135688.6881237,2026-03-10T10:41:28.688129,0.2704220116138458,0.4232646822929382,Llama-3.3-70B-Instruct,70000000000,random,115,5
explicit: Generate 50 random characters:,0.7,503,1773135739.495514,2026-03-10T10:42:19.495518,0.3120301365852356,0.4471278488636017,Llama-3.3-70B-Instruct,70000000000,explicit,116,5
empty: 	,0.7,508,1773135790.1176388,2026-03-10T10:43:10.117644,0.3155733346939087,0.444381445646286,Llama-3.3-70B-Instruct,70000000000,empty,117,5
explicit: Simulate white noise as text:,0.7,502,1773135840.9967525,2026-03-10T10:44:00.996758,0.2988663911819458,0.4299827516078949,Llama-3.3-70B-Instruct,70000000000,explicit,118,5
nonsense: boukstat kospremfoot skul prerblurvo skum wandnanbes duk fraikdipraik rentspandgeand swil,0.7,477,1773135892.413488,2026-03-10T10:44:52.413493,0.2527563869953155,0.4013503193855285,Llama-3.3-70B-Instruct,70000000000,nonsense,119,5
neutral: Continue:,0.7,507,1773135943.4131112,2026-03-10T10:45:43.413117,0.3213159143924713,0.4548977315425873,Llama-3.3-70B-Instruct,70000000000,neutral,120,6
explicit: Produce random text with no coherent meaning:,0.7,501,1773135988.0979912,2026-03-10T10:46:28.097996,0.3055340051651001,0.4400888383388519,Llama-3.3-70B-Instruct,70000000000,explicit,121,6
nonsense: brum twou floot cras prailjais slarskoond pient,0.7,490,1773136039.3367674,2026-03-10T10:47:19.336773,0.2788819074630737,0.4195873737335205,Llama-3.3-70B-Instruct,70000000000,nonsense,122,6
random: CPhDeOZIiBOB Y6sHrFH2ZUCr  lgotu2iXW7GboIRoL3u6aH ,0.7,470,1773136090.624789,2026-03-10T10:48:10.624794,0.2381451427936554,0.3822522759437561,Llama-3.3-70B-Instruct,70000000000,random,123,6
explicit: Generate uniformly distributed random text:,0.7,503,1773136141.6917837,2026-03-10T10:49:01.691789,0.286018818616867,0.4127940535545349,Llama-3.3-70B-Instruct,70000000000,explicit,124,6
random: odJFCrnl2edlBD dz1C5Jau2RJtBRnlWmTSHf6pWkLUyifDLkD,0.7,474,1773136192.8423352,2026-03-10T10:49:52.842340,0.2601226568222046,0.4163561761379242,Llama-3.3-70B-Instruct,70000000000,random,125,6
random: p 6ObbAWmPUHxHEI8RUx 2A1VUZJ5xqDmIE3Wzs,0.7,478,1773136244.0074356,2026-03-10T10:50:44.007441,0.2331704497337341,0.3660558760166168,Llama-3.3-70B-Instruct,70000000000,random,126,6
nonsense: tendrentswent sparcrok spaiswo slealslom dendcet drool kiet,0.7,488,1773136295.501201,2026-03-10T10:51:35.501206,0.2819149494171142,0.424907773733139,Llama-3.3-70B-Instruct,70000000000,nonsense,127,6
neutral: Content:,0.7,507,1773136346.3002856,2026-03-10T10:52:26.300291,0.3135809898376465,0.4429660439491272,Llama-3.3-70B-Instruct,70000000000,neutral,128,6
neutral: Answer:,0.7,507,1773136397.7841034,2026-03-10T10:53:17.784109,0.3172256648540497,0.4496020674705505,Llama-3.3-70B-Instruct,70000000000,neutral,129,6
nonsense: vool kouskundprem crook poont liend swour miek fream,0.7,488,1773136448.923533,2026-03-10T10:54:08.923539,0.281814306974411,0.4252356886863708,Llama-3.3-70B-Instruct,70000000000,nonsense,130,6
empty: ...,0.7,508,1773136499.453946,2026-03-10T10:54:59.453951,0.3191383183002472,0.4514534771442413,Llama-3.3-70B-Instruct,70000000000,empty,131,6
explicit: Generate text with maximum entropy:,0.7,503,1773136550.4092667,2026-03-10T10:55:50.409273,0.3069546222686767,0.4388189017772674,Llama-3.3-70B-Instruct,70000000000,explicit,132,6
random: zPDoPDmE0zWCj8 g3sB6wXVr6yTIzQqehJro,0.7,480,1773136601.881057,2026-03-10T10:56:41.881063,0.2665027379989624,0.4174951016902923,Llama-3.3-70B-Instruct,70000000000,random,133,6
explicit: Simulate rolling a six-sided die 20 times:,0.7,498,1773136652.8195972,2026-03-10T10:57:32.819603,0.306643396615982,0.4450110495090484,Llama-3.3-70B-Instruct,70000000000,explicit,134,6
"empty: 
",0.7,508,1773136703.5721955,2026-03-10T10:58:23.572201,0.3032431304454803,0.431556224822998,Llama-3.3-70B-Instruct,70000000000,empty,135,6
random: Rk6LzwfXyMXnT k4yreydE XiN 5ceRhRfZpB 6tDjes,0.7,476,1773136754.9435134,2026-03-10T10:59:14.943519,0.2082667499780655,0.3316546976566314,Llama-3.3-70B-Instruct,70000000000,random,136,6
nonsense: tegrien letgootgin mair blonsnair twor faspoor froum wiengstier woondbrendtrel wontsno,0.7,475,1773136806.4401872,2026-03-10T11:00:06.440193,0.2479031533002853,0.3943469226360321,Llama-3.3-70B-Instruct,70000000000,nonsense,137,6
random: p56 r ag39 wwqnXP X1FJYRL5rr0 MOBzALSqw PoT91K2b n,0.7,480,1773136857.7739131,2026-03-10T11:00:57.773919,0.2697015106678009,0.4217565655708313,Llama-3.3-70B-Instruct,70000000000,random,138,6
neutral: Output:,0.7,507,1773136908.4791074,2026-03-10T11:01:48.479113,0.3080618381500244,0.4375260472297668,Llama-3.3-70B-Instruct,70000000000,neutral,139,6
empty: ,0.7,508,1773136959.229134,2026-03-10T11:02:39.229140,0.3232233226299286,0.4565798342227936,Llama-3.3-70B-Instruct,70000000000,empty,140,7
